reference,solution,solved,nb_steps,wall_ms
"LIST|REVERSE,0|MAP,/4,1","LIST|REVERSE,0|MAP,/4,1",True,186,6.857395172119141
"LIST|REVERSE,0|ZIPWITH,*,1,1","LIST|REVERSE,0|MAP,**2,1",True,178,6.96253776550293
"LIST|SCAN1L,*,0|ZIPWITH,max,1,0",None,False,1000,23.153305053710938
"LIST|SCAN1L,+,0|MAP,*3,1","LIST|MAP,*3,0|SCAN1L,+,1",True,882,27.190208435058594
"LIST|SCAN1L,+,0|MAP,/4,1",None,False,1000,17.093420028686523
"LIST|SCAN1L,-,0|FILTER,<0,1",None,False,1000,24.69801902770996
"LIST|SCAN1L,max,0|MAP,/3,1","LIST|MAP,/3,0|SCAN1L,max,1",True,692,12.262821197509766
"LIST|SCAN1L,max,0|ZIPWITH,min,1,0","LIST|HEAD,0|ZIPWITH,min,0,0",True,38,1.0006427764892578
"LIST|SCAN1L,min,0|SCAN1L,*,1",None,False,1000,31.142234802246094
"LIST|SORT,0|ZIPWITH,max,0,1","LIST|SORT,0|ZIPWITH,max,1,0",True,311,8.276939392089844
"LIST|TAIL,0|TAKE,1,0","LIST|TAIL,0|TAKE,1,0",True,47,1.0039806365966797
"LIST|ZIPWITH,*,0,0|MAP,/2,1","LIST|MAP,**2,0|MAP,/2,1",True,773,17.629623413085938
"LIST|ZIPWITH,+,0,0|MAP,*3,1","LIST|MAP,*2,0|MAP,*3,1",True,538,22.631168365478516
"LIST|ZIPWITH,+,0,0|SCAN1L,-,1","LIST|MAP,*2,0|SCAN1L,-,1",True,564,10.983705520629883
"LIST|ZIPWITH,+,0,0|ZIPWITH,max,0,1","LIST|MAP,*2,0|ZIPWITH,max,1,0",True,551,10.185956954956055
"LIST|ZIPWITH,-,0,0|MAP,/4,1","LIST|HEAD,0|ZIPWITH,-,0,0",True,36,1.0013580322265625
"LIST|ZIPWITH,-,0,0|MAXIMUM,1","LIST|MAP,*2,0|COUNT,ODD,1",True,560,11.194229125976562
"LIST|ZIPWITH,-,0,0|ZIPWITH,+,1,0","LIST|HEAD,0|ZIPWITH,min,0,0",True,38,1.9996166229248047
"LIST|ZIPWITH,max,0,0|COUNT,>0,1","LIST|HEAD,0|COUNT,>0,0",True,26,2.001523971557617
"LIST|ZIPWITH,max,0,0|TAIL,1","LIST|HEAD,0|TAIL,0",True,3,1.001119613647461
"LIST|ZIPWITH,max,0,0|ZIPWITH,+,1,0","LIST|HEAD,0|MAP,*2,0",True,14,1.0004043579101562
"LIST|ZIPWITH,min,0,0|FILTER,>0,1","LIST|HEAD,0|FILTER,>0,0",True,22,1.0004043579101562
"LIST|ZIPWITH,min,0,0|ZIPWITH,*,1,0","LIST|HEAD,0|MAP,**2,0",True,17,1.0004043579101562
"LIST|ZIPWITH,min,0,0|ZIPWITH,min,1,0","LIST|HEAD,0|ZIPWITH,min,0,0",True,38,1.0004043579101562
