reference,solution,solved,nb_steps,wall_ms,best_partial_solution,best_partial_match_fraction
"LIST|LIST|SCAN1L,-,0|ZIPWITH,*,1,2",None,False,1000,161.89146041870117,"LIST|LIST|ZIPWITH,*,0,0|ZIPWITH,*,2,1",0.2
"LIST|LIST|SCAN1L,-,1|ZIPWITH,max,0,2",None,False,1001,115.20671844482422,"LIST|LIST|ZIPWITH,min,0,0|ZIPWITH,max,2,1",0.2
"LIST|LIST|SCAN1L,-,1|ZIPWITH,max,2,0",None,False,1000,153.54466438293457,"LIST|LIST|ZIPWITH,min,0,0|ZIPWITH,max,2,1",0.2
"LIST|LIST|SORT,1|ZIPWITH,*,0,2",None,False,1000,171.71001434326172,None,0.0
"LIST|LIST|TAIL,0|TAKE,2,1",None,False,1001,153.23543548583984,"LIST|LIST|ZIPWITH,min,0,0|ZIPWITH,min,1,1",0.2
"LIST|LIST|ZIPWITH,*,0,0|ZIPWITH,max,1,2",None,False,1001,131.68978691101074,"LIST|LIST|ZIPWITH,min,0,0|ZIPWITH,*,2,2",0.2
"LIST|LIST|ZIPWITH,*,0,1|FILTER,>0,2","LIST|LIST|ZIPWITH,*,0,1|FILTER,>0,2",True,236,50.65584182739258,None,
"LIST|LIST|ZIPWITH,*,0,1|REVERSE,2","LIST|LIST|ZIPWITH,*,0,1|REVERSE,2",True,227,65.54603576660156,None,
"LIST|LIST|ZIPWITH,*,0,1|ZIPWITH,-,2,2","LIST|LIST|ZIPWITH,*,0,1|ZIPWITH,-,2,2",True,155,20.55525779724121,None,
"LIST|LIST|ZIPWITH,*,1,0|ZIPWITH,+,1,2","LIST|LIST|ZIPWITH,*,0,1|ZIPWITH,+,2,1",True,148,25.27022361755371,None,
"LIST|LIST|ZIPWITH,*,1,1|ZIPWITH,-,0,2",None,False,1000,208.48631858825684,"LIST|LIST|ZIPWITH,min,0,0|ZIPWITH,-,2,1",0.2
"LIST|LIST|ZIPWITH,+,0,1|MINIMUM,2","LIST|LIST|ZIPWITH,+,0,1|MINIMUM,2",True,797,114.27712440490723,None,
"LIST|LIST|ZIPWITH,-,0,0|ZIPWITH,*,1,2","LIST|LIST|ZIPWITH,*,0,1|ZIPWITH,-,2,2",True,155,41.14580154418945,None,
"LIST|LIST|ZIPWITH,-,0,0|ZIPWITH,*,2,1","LIST|LIST|ZIPWITH,*,0,1|ZIPWITH,-,2,2",True,155,25.099515914916992,None,
"LIST|LIST|ZIPWITH,-,0,1|ZIPWITH,*,0,2",None,False,1000,186.32888793945312,None,0.0
"LIST|LIST|ZIPWITH,-,1,0|ZIPWITH,+,2,1","LIST|LIST|ZIPWITH,+,1,1|ZIPWITH,-,2,0",True,966,156.18038177490234,None,
"LIST|LIST|ZIPWITH,max,0,1|MAP,+1,2","LIST|LIST|ZIPWITH,max,0,1|MAP,+1,2",True,728,104.98642921447754,None,
"LIST|LIST|ZIPWITH,max,1,0|ZIPWITH,*,1,2",None,False,1000,136.3241672515869,"LIST|LIST|ZIPWITH,*,0,0",0.2
"LIST|LIST|ZIPWITH,max,1,0|ZIPWITH,min,2,2","LIST|LIST|ZIPWITH,min,0,0|ZIPWITH,max,2,1",True,13,2.0051002502441406,None,
"LIST|LIST|ZIPWITH,min,0,1|ZIPWITH,min,0,2","LIST|LIST|ZIPWITH,min,0,0|ZIPWITH,min,2,1",True,5,0.0,None,
"LIST|LIST|ZIPWITH,min,1,0|FILTER,EVEN,2","LIST|LIST|ZIPWITH,min,0,1|FILTER,EVEN,2",True,227,21.544456481933594,None,
"LIST|LIST|ZIPWITH,min,1,0|MAP,/4,2","LIST|LIST|ZIPWITH,min,0,1|MAP,/4,2",True,182,11.773109436035156,None,
"LIST|MAP,**2,0|FILTER,<0,1","LIST|MAP,**2,0|FILTER,<0,1",True,614,90.96693992614746,None,
"LIST|MAP,*-1,0|COUNT,>0,1","LIST|MAP,/4,0|COUNT,<0,0",True,63,0.0,None,
"LIST|MAP,*-1,0|SCAN1L,max,1","LIST|MAP,*-1,0|SCAN1L,max,1",True,452,45.94731330871582,None,
"LIST|MAP,*-1,0|TAIL,1","LIST|MAP,*-1,0|TAIL,1",True,398,45.94731330871582,None,
"LIST|MAP,*2,0|SCAN1L,max,1","LIST|ZIPWITH,+,0,0|SCAN1L,max,1",True,126,16.00027084350586,None,
"LIST|MAP,*2,0|ZIPWITH,*,1,1","LIST|ZIPWITH,+,0,0|ZIPWITH,*,1,1",True,10,0.0,None,
"LIST|MAP,*3,0|ZIPWITH,min,0,1","LIST|MAP,*3,0|ZIPWITH,min,1,0",True,644,94.74015235900879,None,
"LIST|MAP,*4,0|MAP,**2,1","LIST|MAP,*4,0|ZIPWITH,*,1,1",True,891,126.84750556945801,None,
"LIST|MAP,*4,0|REVERSE,1","LIST|MAP,*4,0|REVERSE,1",True,630,95.09634971618652,None,
"LIST|MAP,*4,0|ZIPWITH,-,1,0","LIST|ZIPWITH,min,0,0|MAP,*3,1",True,32,4.010915756225586,None,
"LIST|MAP,+1,0|COUNT,>0,1","LIST|MAP,/4,0|COUNT,>0,1",True,44,6.012439727783203,None,
"LIST|MAP,+1,0|REVERSE,1","LIST|MAP,+1,0|REVERSE,1",True,470,51.39923095703125,None,
"LIST|MAP,+1,0|ZIPWITH,max,1,0","LIST|MAP,/4,0|MAP,+1,0",True,7,0.0,None,
"LIST|MAP,-1,0|FILTER,>0,1","LIST|MAP,-1,0|FILTER,>0,1",True,286,32.03558921813965,None,
"LIST|MAP,-1,0|FILTER,ODD,1","LIST|MAP,-1,0|FILTER,ODD,1",True,268,18.610477447509766,None,
"LIST|MAP,/2,0|ZIPWITH,max,1,1","LIST|ZIPWITH,min,0,0|MAP,/2,1",True,28,0.0,None,
"LIST|MAP,/4,0|HEAD,1","LIST|MAP,/4,0|HEAD,1",True,80,9.588241577148438,None,
"LIST|MAP,/4,0|MAXIMUM,1","LIST|MAP,/4,0|MAXIMUM,1",True,74,6.483793258666992,None,
"LIST|MAP,/4,0|ZIPWITH,min,1,1","LIST|ZIPWITH,min,0,0|MAP,/4,1",True,22,6.483793258666992,None,
"LIST|REVERSE,0|MAP,/4,1","LIST|MAP,/4,0|REVERSE,1",True,72,0.0,None,
"LIST|REVERSE,0|ZIPWITH,*,1,1","LIST|ZIPWITH,*,0,0|REVERSE,1",True,70,0.0,None,
"LIST|SCAN1L,*,0|ZIPWITH,max,1,0",None,False,1000,241.90163612365723,"LIST|ZIPWITH,*,0,0|SCAN1L,*,0",0.8
"LIST|SCAN1L,+,0|MAP,*3,1","LIST|MAP,*3,0|SCAN1L,+,1",True,762,170.64523696899414,None,
"LIST|SCAN1L,+,0|MAP,/4,1",None,False,1000,142.28272438049316,"LIST|MAP,/4,0|SCAN1L,+,1",0.2
"LIST|SCAN1L,-,0|FILTER,<0,1",None,False,1000,160.59637069702148,"LIST|ZIPWITH,+,0,0|FILTER,ODD,1",0.2
"LIST|SCAN1L,max,0|MAP,/3,1","LIST|MAP,/3,0|SCAN1L,max,1",True,134,21.48604393005371,None,
"LIST|SCAN1L,max,0|ZIPWITH,min,1,0","LIST|ZIPWITH,min,0,0",True,2,0.0,None,
"LIST|SCAN1L,min,0|SCAN1L,*,1",None,False,1000,121.56987190246582,"LIST|ZIPWITH,*,0,0|SCAN1L,*,0",0.6
"LIST|SORT,0|ZIPWITH,max,0,1",None,False,1003,132.51638412475586,"LIST|MAP,/4,0|SCAN1L,max,0",0.2
"LIST|TAIL,0|TAKE,1,0",None,False,1000,125.6399154663086,"LIST|MAP,/2,0|FILTER,ODD,1",0.2
"LIST|ZIPWITH,*,0,0|MAP,/2,1","LIST|ZIPWITH,*,0,0|MAP,/2,1",True,188,23.666858673095703,None,
"LIST|ZIPWITH,+,0,0|MAP,*3,1","LIST|ZIPWITH,+,0,0|MAP,*3,1",True,110,13.513803482055664,None,
"LIST|ZIPWITH,+,0,0|SCAN1L,-,1","LIST|ZIPWITH,+,0,0|SCAN1L,-,1",True,48,2.5811195373535156,None,
"LIST|ZIPWITH,+,0,0|ZIPWITH,max,0,1","LIST|ZIPWITH,+,0,0|ZIPWITH,max,1,0",True,91,14.11890983581543,None,
"LIST|ZIPWITH,-,0,0|MAP,/4,1","LIST|ZIPWITH,+,0,0|ZIPWITH,-,1,1",True,14,0.0,None,
"LIST|ZIPWITH,-,0,0|MAXIMUM,1","LIST|MAP,*2,0|COUNT,ODD,1",True,546,60.72378158569336,None,
"LIST|ZIPWITH,-,0,0|ZIPWITH,+,1,0","LIST|ZIPWITH,min,0,0",True,2,0.0,None,
"LIST|ZIPWITH,max,0,0|COUNT,>0,1","LIST|MAP,/4,0|COUNT,>0,1",True,64,0.0,None,
"LIST|ZIPWITH,max,0,0|TAIL,1","LIST|MAP,/3,0|TAIL,0",True,77,0.0,None,
"LIST|ZIPWITH,max,0,0|ZIPWITH,+,1,0","LIST|ZIPWITH,min,0,0|ZIPWITH,+,1,1",True,6,0.0,None,
"LIST|ZIPWITH,min,0,0|FILTER,>0,1","LIST|MAP,/4,0|FILTER,>0,0",True,47,0.0,None,
"LIST|ZIPWITH,min,0,0|ZIPWITH,*,1,0","LIST|ZIPWITH,*,0,0",True,2,0.0,None,
"LIST|ZIPWITH,min,0,0|ZIPWITH,min,1,0","LIST|ZIPWITH,min,0,0",True,2,0.0,None,
